item,itemLabel,startDate,endDate
Q2564765,Stanislav Kochiev,1999,2004
Q4134107,Znaur Gassiyev,2004,2009-06-09
Q2564765,Stanislav Kochiev,2011-06-09,2011-10-05
Q3576296,Zurab Kokoyev,2011-10-05,2012-07-02
Q2564765,Stanislav Kochiev,2012-07-02,2014-06-23
Q3545676,Anatoliy Bibilov,2014-06-23,2017-04-21
,Inal Mamiev,2017-04-21,2017-06-07
Q47087945,Pyotr Gassiev,2017-06-07,2019-06-20
,Alan Tadtaev,2019-06-20,
